panel_num,total_task_time_s,head_x_m,head_y_m,head_z_m,head_x_rotation_deg,head_y_rotation_deg,head_z_rotation_deg,hand_x_m,hand_y_m,hand_z_m,hand_x_rotation_deg,hand_y_rotation_deg,hand_z_rotation_deg,error,time stamp
0,,0.0,0.833,0.45,0.0,0.0,0.0,0.25,1.4000000000000001,0.99,0.0,0.0,0.0,0,2022-01-25 PM 7:01:17
0,time,0.001564,1.401021,-0.0786526,346.661,349.4102,6.184854,-0.0617287,1.2394420000000002,0.7601075,316.5074,332.1017,357.1395,0,2022-01-25 PM 7:01:18
0,time,0.001564,1.401021,-0.0786526,346.661,349.4102,6.184854,-0.0617287,1.2394420000000002,0.7601075,316.5074,332.1017,357.1395,0,2022-01-25 PM 7:01:18
0,time,0.001564,1.401021,-0.0786526,346.661,349.4102,6.184854,-0.0617287,1.2394420000000002,0.7601075,316.5074,332.1017,357.1395,0,2022-01-25 PM 7:01:18
0,time,0.001564,1.401021,-0.0786526,346.661,349.4102,6.184854,-0.0617287,1.2394420000000002,0.7601075,316.5074,332.1017,357.1395,0,2022-01-25 PM 7:01:18
0,time,0.001564,1.401021,-0.0786526,346.661,349.4102,6.184854,-0.0617287,1.2394420000000002,0.7601075,316.5074,332.1017,357.1395,0,2022-01-25 PM 7:01:18
0,time,0.001564,1.401021,-0.0786526,346.661,349.4102,6.184854,-0.0617287,1.2394420000000002,0.7601075,316.5074,332.1017,357.1395,0,2022-01-25 PM 7:01:18
0,time,0.0022786,1.400814,-0.079371,346.3744,349.5479,6.15695,-0.0614858,1.239403,0.7587807,316.3392,332.4278,356.5941,0,2022-01-25 PM 7:01:18
0,time,0.0033572,1.401202,-0.0791113,346.9451,349.2542,6.124556,-0.0603097,1.238547,0.7591722000000001,316.2805,332.7715,356.441,0,2022-01-25 PM 7:01:18
0,time,0.0032635,1.40177,-0.0797238,347.1135,348.9734,6.242562,-0.0588455,1.237897,0.7597263000000001,316.4164,333.0597,356.6877,0,2022-01-25 PM 7:01:18
0,time,0.0032635,1.40177,-0.0797238,347.1135,348.9734,6.242562,-0.0588455,1.237897,0.7597263000000001,316.4164,333.0597,356.6877,0,2022-01-25 PM 7:01:18
0,time,0.0033777,1.402219,-0.0799833,347.3353,348.6406,6.270717,-0.0585966,1.2379660000000001,0.7599673,316.4565,333.2766,356.5758,0,2022-01-25 PM 7:01:18
0,time,0.004508,1.401015,-0.0806801,347.9221,348.7716,6.011622,-0.0580838,1.237524,0.7601628,316.3501,333.2488,356.8607,0,2022-01-25 PM 7:01:18
0,time,0.0038543,1.402027,-0.0802667,348.0126,348.6585,6.159764,-0.0580785,1.238745,0.7603781000000001,316.2456,333.4703,356.7093,0,2022-01-25 PM 7:01:19
0,time,0.0031939,1.404582,-0.0801393,348.136,347.278,6.173085,-0.0581892,1.237452,0.7595389,316.3942,333.2973,356.8313,0,2022-01-25 PM 7:01:19
0,time,0.0020316,1.407931,-0.0821055,347.6555,345.6679,6.4298,-0.059592,1.2362680000000001,0.7598259,316.7805,333.0049,357.081,0,2022-01-25 PM 7:01:19
0,time,0.0002418,1.407708,-0.0839394,347.0256,345.605,6.771061,-0.0594957,1.2368590000000002,0.7598188,316.524,332.8631,357.3029,0,2022-01-25 PM 7:01:19
0,time,-0.0007534,1.40783,-0.0850183,346.7643,345.4707,6.867829,-0.0600255,1.2376880000000001,0.7580001000000001,316.1718,332.2564,358.268,0,2022-01-25 PM 7:01:19
