panel_num,total_task_time_s,head_x_m,head_y_m,head_z_m,head_x_rotation_deg,head_y_rotation_deg,head_z_rotation_deg,hand_x_m,hand_y_m,hand_z_m,hand_x_rotation_deg,hand_y_rotation_deg,hand_z_rotation_deg,error,time stamp
0,,-0.198,0.26,0.522,0.0,0.0,0.0,0.062,1.36,0.555,0.0,0.0,0.0,0,2022-04-07 PM 4:09:20
0,time,-0.0023054,1.374224,0.4505315,336.498,2.521412,2.406576,0.1461559,0.9414489,0.8076095,4.850818,359.6085,238.2788,0,2022-04-07 PM 4:09:21
0,time,-0.0023054,1.374224,0.4505315,336.498,2.521412,2.406576,0.1461559,0.9414489,0.8076095,4.850818,359.6085,238.2788,0,2022-04-07 PM 4:09:21
0,time,-0.0023054,1.374224,0.4505315,336.498,2.521412,2.406576,0.1461559,0.9414489,0.8076095,4.850818,359.6085,238.2788,0,2022-04-07 PM 4:09:21
0,time,-0.0025106,1.374043,0.4504346,336.6044,2.557663,2.304456,0.14637630000000001,0.9420471,0.8068577,4.740462,359.5811,238.2701,0,2022-04-07 PM 4:09:21
0,time,-0.0026984,1.374058,0.4504337,336.6327,2.538918,2.359779,0.14628280000000002,0.9423798,0.8070075,4.826266,359.5274,238.2623,0,2022-04-07 PM 4:09:21
0,time,-0.00356,1.373818,0.4509938,336.8393,2.481339,2.501286,0.14683310000000002,0.9418809,0.8066179,4.831828,359.3881,238.2917,0,2022-04-07 PM 4:09:21
0,time,-0.00356,1.373818,0.4509938,336.8393,2.481339,2.501286,0.14683310000000002,0.9418809,0.8066179,4.831828,359.3881,238.2917,0,2022-04-07 PM 4:09:21
0,time,-0.0052425,1.372655,0.450854,338.065,2.541619,2.723716,0.14407530000000002,0.9446273,0.8069086,3.853781,358.6111,238.7905,0,2022-04-07 PM 4:09:21
0,time,-0.0082232,1.368907,0.4508062,340.7325,2.793437,3.686625,0.13674440000000002,0.9575796999999999,0.8007262,359.0209,356.035,243.7166,0,2022-04-07 PM 4:09:21
0,time,-0.0117333,1.367077,0.4516423,342.0901,2.653315,4.220023,0.119505,1.0195927,0.7879037,346.4006,349.7157,255.0191,0,2022-04-07 PM 4:09:21
0,time,-0.012926,1.363303,0.4518048,344.3728,3.259759,4.204056,0.1042564,1.142991,0.7809767000000001,324.299,343.9811,275.3824,0,2022-04-07 PM 4:09:21
0,time,-0.0124742,1.358482,0.4511608,347.2348,4.92426,4.070768,0.10018769999999999,1.257741,0.783429,308.9335,348.2532,300.4034,0,2022-04-07 PM 4:09:21
0,time,-0.0122616,1.355876,0.4508677,348.8031,6.163235,4.107847,0.0792179,1.322383,0.7893705,298.0095,343.4474,337.518,0,2022-04-07 PM 4:09:21
0,time,-0.0136156,1.35555,0.4510122,349.2239,6.505434,3.681364,0.049268200000000005,1.3479560000000002,0.8076505,294.7616,333.4153,1.667834,0,2022-04-07 PM 4:09:22
0,time,-0.0166707,1.35679,0.4527062,348.7605,5.741829,3.466863,0.0349326,1.3504470000000002,0.8235633,294.906,337.4044,0.965848,0,2022-04-07 PM 4:09:22
0,time,-0.0194764,1.356153,0.4553064,349.1311,4.831334,3.411115,0.0213676,1.349812,0.8307921,296.2834,335.7613,8.109104,0,2022-04-07 PM 4:09:22
0,time,-0.0214002,1.355127,0.4560587,349.6827,4.280698,3.465007,0.014914400000000001,1.3505800000000001,0.8397009000000001,298.0998,337.5417,7.564919,0,2022-04-07 PM 4:09:22
0,time,-0.0222711,1.356045,0.4553218,349.2256,3.908691,3.664336,0.0124288,1.354168,0.8473218,298.1934,337.2233,8.259669,0,2022-04-07 PM 4:09:22
0,time,-0.0219208,1.357194,0.4548486,348.6259,3.8008,3.67576,0.0101071,1.3581860000000001,0.8510737,297.7634,338.1348,7.055789,0,2022-04-07 PM 4:09:22
0,time,-0.0209693,1.357798,0.4550908,348.3924,3.925044,3.481846,0.007726800000000001,1.358125,0.8610023,300.2158,340.4635,3.956739,0,2022-04-07 PM 4:09:22
1,2,-0.0206191,1.357535,0.4564287,348.5864,4.008963,3.356297,0.0073149,1.351274,0.8716219000000001,308.1055,344.2305,355.1657,0,2022-04-07 PM 4:09:22
1,2,-0.0205474,1.356593,0.4582711,349.0717,4.239843,3.308673,0.0081859,1.341603,0.881393,315.528,346.595,347.1431,0,2022-04-07 PM 4:09:22
1,2,-0.0210368,1.356466,0.4592796,349.1552,3.944107,3.358769,0.0090405,1.335892,0.8874177,318.927,347.4608,344.2099,0,2022-04-07 PM 4:09:22
1,2,-0.0213152,1.35696,0.4596604,349.0594,3.666197,3.350207,0.0083661,1.33383,0.891198,319.9481,347.3709,343.9962,0,2022-04-07 PM 4:09:23
1,2,-0.0217257,1.357383,0.4602482,348.8076,3.400971,3.24439,0.012239,1.3408380000000002,0.8780244,315.7481,347.4824,342.5394,0,2022-04-07 PM 4:09:23
1,2,-0.0223616,1.356683,0.4610997,349.165,2.909563,3.322433,0.026223700000000003,1.355491,0.8469604000000001,306.7584,350.6218,335.937,0,2022-04-07 PM 4:09:23
1,2,-0.0227164,1.355086,0.4609053,350.0926,2.762804,3.281259,0.0366958,1.355107,0.8165923,302.4464,351.6434,330.4478,0,2022-04-07 PM 4:09:23
1,2,-0.0234904,1.354208,0.4598463,350.392,2.556631,3.490386,0.022254700000000002,1.3239960000000002,0.7933191,307.403,330.8834,341.7267,0,2022-04-07 PM 4:09:23
1,2,-0.0234712,1.353821,0.4584486,350.3802,2.240018,3.79155,0.004811800000000001,1.279025,0.7846026,315.3101,322.8958,342.8525,0,2022-04-07 PM 4:09:23
1,2,-0.0220695,1.353489,0.4574747,350.5985,2.351746,3.7247,-0.007173299999999999,1.244428,0.7893199000000001,321.8922,322.4718,341.8907,0,2022-04-07 PM 4:09:23
1,3,-0.0204723,1.35375,0.4581442,350.5359,2.759492,3.47778,-0.0130543,1.2348590000000002,0.7905688000000001,324.1783,321.7213,341.1458,0,2022-04-07 PM 4:09:23
1,3,-0.0196091,1.353366,0.4593968,350.766,3.124307,3.267043,-0.019348999999999998,1.237317,0.7910308,324.1251,321.1956,340.7809,0,2022-04-07 PM 4:09:23
1,3,-0.0195927,1.352865,0.460191,350.9426,2.868476,3.189444,-0.035830799999999996,1.253759,0.8007146,322.5517,321.1782,343.8971,0,2022-04-07 PM 4:09:24
1,3,-0.0198959,1.352735,0.4599166,351.0929,2.696581,2.815105,-0.0530453,1.274439,0.8306031,323.1942,327.4158,343.9673,0,2022-04-07 PM 4:09:24
1,3,-0.0216447,1.354576,0.4604295,350.3983,2.615167,2.500348,-0.06673420000000001,1.2742300000000002,0.8658201,331.0682,333.5258,346.3923,0,2022-04-07 PM 4:09:24
1,3,-0.024324,1.355411,0.4621703,350.0147,2.405544,2.380796,-0.0747662,1.265924,0.8835229,335.999,334.5605,343.7181,0,2022-04-07 PM 4:09:24
1,3,-0.0276912,1.355143,0.4645554,350.1685,1.886588,2.347149,-0.07513900000000001,1.258463,0.8919922,337.306,336.6393,342.4236,0,2022-04-07 PM 4:09:24
1,3,-0.029866,1.354338,0.4654044,350.5527,1.29401,2.611786,-0.0773625,1.2542920000000002,0.8940981,337.8469,336.4983,342.8422,0,2022-04-07 PM 4:09:24
1,3,-0.0305753,1.354963,0.4654003,350.2848,0.8868617,2.774771,-0.0767454,1.2580490000000002,0.8956021000000001,336.1571,337.6856,341.5359,0,2022-04-07 PM 4:09:24
1,3,-0.0301309,1.356069,0.4652613,349.7218,0.7196192,2.701271,-0.0749973,1.259042,0.9001811000000001,336.198,338.6105,341.0569,0,2022-04-07 PM 4:09:24
1,4,-0.028807,1.356486,0.4656457,349.4744,1.023798,2.443122,-0.070844,1.259112,0.9031425000000001,335.7413,339.599,340.8239,0,2022-04-07 PM 4:09:24
1,4,-0.0280371,1.356535,0.4663593,349.5252,1.405444,2.273705,-0.0688371,1.261732,0.8984992,334.7264,339.1352,340.0407,0,2022-04-07 PM 4:09:24
2,4,-0.0283423,1.356589,0.4665758,349.4427,1.275669,2.345894,-0.0661066,1.2701220000000002,0.8834383,331.0803,337.519,338.4256,0,2022-04-07 PM 4:09:25
2,4,-0.0286996,1.357147,0.4659345,349.0919,0.9589864,2.372245,-0.06731300000000001,1.2803490000000002,0.8542802,325.9011,331.5585,336.8794,0,2022-04-07 PM 4:09:25
2,4,-0.0287072,1.357881,0.4648042,348.6252,0.7815197,2.371366,-0.0793423,1.277188,0.8136415,324.4808,318.4119,334.3855,0,2022-04-07 PM 4:09:25
2,4,-0.027964,1.358028,0.4635695,348.5164,0.7870916,2.375664,-0.0890026,1.2670370000000002,0.7759587,323.1309,305.5198,339.1545,0,2022-04-07 PM 4:09:25
2,4,-0.0266774,1.357921,0.4622867,348.4347,0.8403129,2.262,-0.0953644,1.25448,0.7521163000000001,323.9877,298.7853,338.6691,0,2022-04-07 PM 4:09:25
2,4,-0.0246977,1.35796,0.4610072,348.4211,1.275252,2.170849,-0.09816000000000001,1.247254,0.7459836000000001,325.3833,296.6634,341.5717,0,2022-04-07 PM 4:09:25
2,4,-0.0238167,1.358346,0.4605477,348.2574,1.500953,1.995583,-0.0961483,1.2458140000000002,0.7488007,325.6399,298.2093,340.9162,0,2022-04-07 PM 4:09:25
2,4,-0.0237715,1.358451,0.4613811,348.1752,1.435956,1.929284,-0.0951469,1.2427030000000001,0.7476963,326.0711,297.8777,340.9693,0,2022-04-07 PM 4:09:25
2,5,-0.0234754,1.357936,0.462166,348.4523,1.734942,1.776599,-0.0992812,1.242294,0.7475643000000001,326.4818,297.528,340.9951,0,2022-04-07 PM 4:09:25
2,5,-0.0231565,1.357333,0.4626592,348.7516,2.135221,1.584459,-0.1026833,1.242099,0.7466665,326.7633,296.8749,341.0779,0,2022-04-07 PM 4:09:25
2,5,-0.0229186,1.357407,0.4627978,348.7543,2.416572,1.596035,-0.1018593,1.2432400000000001,0.7466118,326.5433,297.0444,341.2754,0,2022-04-07 PM 4:09:25
2,5,-0.0226025,1.357544,0.4629141,348.6427,2.623992,1.257376,-0.08821340000000001,1.2556090000000002,0.7578223000000001,325.8209,303.1929,339.574,0,2022-04-07 PM 4:09:26
2,5,-0.0228824,1.357513,0.4633237,348.66,2.764357,1.055564,-0.0345281,1.301141,0.7901648,322.1383,326.6725,332.5191,0,2022-04-07 PM 4:09:26
2,5,-0.022756,1.357379,0.463282,348.8421,3.151934,1.230337,0.030616700000000004,1.360066,0.8074896,313.9173,345.7046,335.7753,0,2022-04-07 PM 4:09:26
2,5,-0.0220652,1.357202,0.4627801,348.9949,3.503064,1.412383,0.0629424,1.3925640000000001,0.8205969000000001,312.119,353.7314,336.2159,0,2022-04-07 PM 4:09:26
2,5,-0.0208344,1.35731,0.4623438,348.9877,3.754637,1.418439,0.0706781,1.411783,0.8356957,313.4639,353.4962,339.4742,0,2022-04-07 PM 4:09:26
2,5,-0.019575,1.357829,0.4614775,348.8447,3.99315,1.326129,0.0682141,1.420695,0.8567818,316.1681,352.4602,343.5344,0,2022-04-07 PM 4:09:26
2,5,-0.0192007,1.358358,0.4611553,348.5528,4.137465,1.137277,0.0640007,1.419699,0.8765939,320.0756,350.8453,345.8011,0,2022-04-07 PM 4:09:26
2,6,-0.0197655,1.358522,0.4612739,348.5423,4.026083,1.128575,0.061796000000000004,1.4138350000000002,0.8955552,323.7898,350.7102,346.9741,0,2022-04-07 PM 4:09:26
