panel_num,total_task_time_s,head_x_m,head_y_m,head_z_m,head_x_rotation_deg,head_y_rotation_deg,head_z_rotation_deg,hand_x_m,hand_y_m,hand_z_m,hand_x_rotation_deg,hand_y_rotation_deg,hand_z_rotation_deg,error,time stamp
0,,0.0,0.456,0.522,0.0,0.0,0.0,0.26,1.536,0.522,0.0,0.0,0.0,0,2022-05-10 PM 5:47:11
0,time,0.0230821,1.499426,0.3836806,355.2362,342.5346,357.6962,0.056146,1.4546750000000002,0.5296118,280.4784,111.6081,226.7924,0,2022-05-10 PM 5:47:12
0,time,0.0230821,1.499426,0.3836806,355.2362,342.5346,357.6962,0.056146,1.4546750000000002,0.5296118,280.4784,111.6081,226.7924,0,2022-05-10 PM 5:47:12
0,time,0.0230821,1.499426,0.3836806,355.2362,342.5346,357.6962,0.056146,1.4546750000000002,0.5296118,280.4784,111.6081,226.7924,0,2022-05-10 PM 5:47:12
0,time,0.0225529,1.500464,0.3816827,354.6164,341.4622,357.5289,0.054860400000000004,1.4549860000000001,0.5294761,280.4598,110.904,227.1718,0,2022-05-10 PM 5:47:12
0,time,0.0228653,1.500327,0.3812837,354.6391,341.5566,357.5,0.0553994,1.4557390000000001,0.528938,280.5224,111.3169,226.7041,0,2022-05-10 PM 5:47:12
0,time,0.0232291,1.499875,0.3814951,354.9878,341.9194,357.4988,0.0554037,1.4547080000000001,0.5297644,280.316,111.0534,227.17,0,2022-05-10 PM 5:47:12
0,time,0.0232291,1.499875,0.3814951,354.9878,341.9194,357.4988,0.0554037,1.4547080000000001,0.5297644,280.316,111.0534,227.17,0,2022-05-10 PM 5:47:12
0,time,0.0232937,1.499897,0.381594,355.0258,342.0224,357.4914,0.055691700000000004,1.4547180000000002,0.5297806,280.3429,110.8987,227.3234,0,2022-05-10 PM 5:47:12
0,time,0.023896,1.500314,0.3824674,354.8972,342.5453,357.3601,0.0560244,1.454507,0.5299646,280.2968,111.5212,226.7585,0,2022-05-10 PM 5:47:12
0,time,0.0246196,1.500419,0.383421,354.9439,343.3546,357.299,0.0568469,1.455113,0.5294477,280.4042,112.4239,225.8938,0,2022-05-10 PM 5:47:12
0,time,0.0249662,1.500345,0.3840964,355.0043,343.9303,357.2738,0.057794700000000004,1.4559870000000001,0.5278177,280.5816,115.4729,222.785,0,2022-05-10 PM 5:47:12
0,time,0.024859,1.500216,0.3842619,355.1245,344.1972,357.3341,0.0573458,1.456617,0.5268795,280.5001,117.4993,220.7686,0,2022-05-10 PM 5:47:13
0,time,0.023663,1.500667,0.3836971,354.9782,343.965,357.5627,0.0561971,1.456692,0.5264944,280.3137,119.7687,218.6318,0,2022-05-10 PM 5:47:13
0,time,0.0220205,1.501262,0.3831859,354.6344,343.887,357.7591,0.0553613,1.45699,0.5268087,280.0779,121.3482,217.1643,0,2022-05-10 PM 5:47:13
0,time,0.0211479,1.501889,0.3831385,354.3427,344.6832,357.8842,0.055254000000000004,1.457819,0.5265777,280.0396,121.9164,216.678,0,2022-05-10 PM 5:47:13
0,time,0.0214746,1.502349,0.3835226,354.1489,346.6962,357.9024,0.0551818,1.458601,0.5241804,280.2791,125.6851,213.2947,0,2022-05-10 PM 5:47:13
0,time,0.021673,1.4997,0.3844886,356.0306,348.8745,357.8989,0.0562444,1.458889,0.5199324,280.6347,133.8982,206.4263,0,2022-05-10 PM 5:47:13
0,time,0.0213565,1.493762,0.3860536,0.1040774,351.3685,357.8286,0.0564485,1.455311,0.5155467,280.5204,144.5648,196.557,0,2022-05-10 PM 5:47:13
0,time,0.0194373,1.488921,0.3899174,3.409877,353.3691,358.3115,0.0567591,1.447737,0.5154869,279.3084,152.9836,189.6023,0,2022-05-10 PM 5:47:13
0,time,0.0163503,1.485682,0.394613,5.389128,354.244,359.1278,0.0583457,1.44347,0.5210189,277.438,148.6125,195.1252,0,2022-05-10 PM 5:47:13
0,time,0.0132437,1.483979,0.3994399,6.172569,354.981,359.765,0.057814700000000004,1.4381270000000002,0.5245757,276.9347,156.1582,188.6551,0,2022-05-10 PM 5:47:13
0,time,0.0110558,1.486351,0.4031945,4.316728,354.9911,0.0876216,0.057633300000000005,1.432782,0.5313885,275.3514,147.565,197.0788,0,2022-05-10 PM 5:47:14
0,time,0.0114436,1.48465,0.4020351,5.33963,355.1734,0.1992317,0.0518153,1.429295,0.5350227,274.447,167.7474,178.1561,0,2022-05-10 PM 5:47:14
0,time,0.0136014,1.483096,0.4011338,6.250234,356.028,0.5086018,0.046934000000000003,1.4249800000000001,0.5381052,273.4444,171.425,174.0057,0,2022-05-10 PM 5:47:14
0,time,0.0140407,1.482988,0.400734,6.408683,355.7758,0.2955742,0.039891,1.419672,0.5414934,275.4286,208.8913,141.1962,0,2022-05-10 PM 5:47:14
0,time,0.0148093,1.4821,0.4006215,7.057636,355.6031,0.4549454,0.0321835,1.413411,0.5449578,279.2413,220.2633,134.7886,0,2022-05-10 PM 5:47:14
0,time,0.017849,1.480839,0.4004014,8.127198,356.9137,0.004432,0.0244807,1.406922,0.5553152,280.6066,234.4865,123.4473,0,2022-05-10 PM 5:47:14
0,time,0.0219843,1.479234,0.4007239,9.454984,359.0498,359.3003,0.0185375,1.402738,0.5648398,281.6991,247.6238,113.5439,0,2022-05-10 PM 5:47:14
0,time,0.0257703,1.477731,0.4010466,10.30941,1.514437,358.8344,0.0194363,1.403686,0.5765328,280.2816,272.5281,90.45182,0,2022-05-10 PM 5:47:14
0,time,0.0283892,1.478558,0.4001225,9.715837,3.385361,358.3092,0.016689700000000002,1.3990500000000001,0.5929145,284.7513,293.0955,74.83665,0,2022-05-10 PM 5:47:14
0,time,0.0274096,1.480588,0.3986133,8.538201,3.052475,358.5695,0.015516100000000001,1.393288,0.6036844,287.8839,301.9,62.97359,0,2022-05-10 PM 5:47:14
0,time,0.0239303,1.48121,0.3968771,7.963454,0.8903279,359.4221,0.0210172,1.393787,0.6182093,294.4354,335.4072,13.54117,0,2022-05-10 PM 5:47:15
0,time,0.0214105,1.481449,0.3959344,7.661822,359.1269,0.1695566,0.010255,1.384679,0.6248235,300.4299,331.1377,12.77181,0,2022-05-10 PM 5:47:15
0,time,0.0203781,1.481889,0.395974,7.176476,358.2097,0.3217662,0.0074215,1.3774570000000002,0.6433682,306.5679,336.2557,3.906458,0,2022-05-10 PM 5:47:15
0,time,0.0202287,1.482706,0.3965936,6.750721,357.8217,359.9053,0.0045201,1.36978,0.6689722,313.7837,339.9037,354.056,0,2022-05-10 PM 5:47:15
0,time,0.0199035,1.483502,0.3981729,6.381039,358.1382,359.315,0.0037505000000000004,1.3654950000000001,0.6857898,316.6752,340.7328,353.1815,0,2022-05-10 PM 5:47:15
0,time,0.0190547,1.482291,0.3992026,6.89085,358.5255,359.3685,0.0062921,1.360932,0.7038864,321.2095,343.289,348.045,0,2022-05-10 PM 5:47:15
0,time,0.0177854,1.482029,0.3992268,6.992471,358.6708,359.6603,0.0093157,1.361247,0.7204899,322.9555,343.9999,346.9968,0,2022-05-10 PM 5:47:15
0,time,0.0159317,1.482226,0.3991256,6.794371,358.2827,0.0248672,0.0109829,1.3633060000000001,0.7347419,323.9927,344.3488,346.2407,0,2022-05-10 PM 5:47:15
0,time,0.0142536,1.482565,0.3991044,6.550512,357.7798,0.42958,0.012497000000000001,1.365235,0.7473707,325.1026,345.5164,344.218,0,2022-05-10 PM 5:47:15
0,time,0.0128946,1.482813,0.3984867,6.343534,357.4531,0.4914273,0.0126702,1.361739,0.7610609,327.1465,346.722,342.9276,0,2022-05-10 PM 5:47:15
0,time,0.0117246,1.483493,0.397724,5.955988,357.3197,0.7285462,0.0105503,1.357726,0.7734987,328.5684,347.0722,342.7375,0,2022-05-10 PM 5:47:16
0,time,0.0099032,1.485349,0.3963345,4.987151,356.9654,0.7748304,0.0112436,1.354055,0.7918064,330.2463,348.9383,342.9016,0,2022-05-10 PM 5:47:16
0,time,0.0079374,1.486261,0.3950496,4.22723,356.3822,1.128661,0.0102462,1.35751,0.7983701,330.5443,348.8239,341.493,0,2022-05-10 PM 5:47:16
0,time,0.0071859,1.487103,0.3930282,3.820295,356.1989,1.443886,0.0115416,1.356918,0.806992,331.7343,349.8839,340.6642,0,2022-05-10 PM 5:47:16
0,time,0.0065767,1.488099,0.3906712,3.126533,356.2132,1.690895,0.0107856,1.353871,0.8147308,333.8915,350.3288,338.728,0,2022-05-10 PM 5:47:16
0,time,0.005733,1.49006,0.3880942,1.856196,356.1615,2.157444,0.0119691,1.348981,0.8269266,336.6337,351.0895,334.5151,0,2022-05-10 PM 5:47:16
0,time,0.0041789,1.492303,0.3860138,0.5400087,355.7422,2.268072,0.012839099999999999,1.352179,0.8251221,335.6555,350.9334,334.3633,0,2022-05-10 PM 5:47:16
0,time,0.0033209,1.491907,0.3837298,0.510943,355.5132,3.052391,0.0164375,1.351232,0.8292829,337.1809,352.9927,332.2201,0,2022-05-10 PM 5:47:16
0,time,0.0016968,1.491744,0.3822344,0.6763569,355.1541,3.443591,0.020020299999999998,1.351677,0.8351309,337.2171,353.4532,329.5112,0,2022-05-10 PM 5:47:16
0,time,-0.0004256,1.49214,0.3824924,0.4788032,354.4599,4.324708,0.0167137,1.351436,0.8365332,337.3664,352.8972,330.2006,0,2022-05-10 PM 5:47:16
0,time,-0.0020292,1.492486,0.3831664,0.3062491,354.0695,4.555083,0.0118644,1.350316,0.8446395,338.4033,352.1227,329.6798,0,2022-05-10 PM 5:47:17
0,time,-0.0038285,1.494057,0.3844917,359.7231,353.6924,4.819612,0.0106156,1.3450520000000001,0.8546354,341.3917,353.207,329.7798,0,2022-05-10 PM 5:47:17
0,time,-0.0055056,1.493715,0.3846169,359.9822,353.6194,5.011096,0.0137339,1.343719,0.8539211,341.6813,354.0767,330.2294,0,2022-05-10 PM 5:47:17
0,time,-0.007048,1.492441,0.3842385,0.4565463,353.6492,5.526054,0.0178444,1.344105,0.8443739,340.4073,354.3356,331.4352,0,2022-05-10 PM 5:47:17
0,time,-0.0086513,1.489915,0.3838854,1.441893,353.2883,6.950198,0.018182200000000003,1.34786,0.8330442,337.1935,353.5525,334.3748,0,2022-05-10 PM 5:47:17
0,time,-0.0118074,1.488905,0.3847058,2.055558,352.5271,8.120303,0.0154467,1.352837,0.8100926,332.7946,352.1248,338.9124,0,2022-05-10 PM 5:47:17
0,time,-0.0138462,1.486818,0.3851576,2.781252,352.1668,9.124807,0.0067191,1.3456480000000002,0.7952344,331.9986,351.1003,343.7844,0,2022-05-10 PM 5:47:17
0,time,-0.0152748,1.485865,0.3849351,3.227283,352.0372,9.316566,0.0012586000000000003,1.3386170000000002,0.8026187,333.7281,350.3215,344.0874,0,2022-05-10 PM 5:47:17
0,time,-0.017585,1.486115,0.3848899,3.119491,352.1252,9.648144,0.0016086,1.338853,0.8214628,335.7584,350.7625,342.8987,0,2022-05-10 PM 5:47:17
0,time,-0.021235,1.486327,0.3848595,2.819529,351.9265,10.37878,0.0032001,1.3369840000000002,0.8407981,338.2364,351.6308,343.5652,0,2022-05-10 PM 5:47:17
0,time,-0.0251744,1.48519,0.3844879,3.19467,351.3234,11.17655,0.0040016,1.3377750000000002,0.8500187,338.8874,352.0569,343.5108,0,2022-05-10 PM 5:47:18
0,time,-0.0278721,1.484188,0.3836711,3.685747,350.9177,11.78844,0.0031664000000000006,1.336425,0.8581437,340.1547,352.2845,342.72,0,2022-05-10 PM 5:47:18
0,time,-0.0303206,1.484197,0.3832911,3.510844,350.2834,12.20784,7.899999999999921e-06,1.336348,0.8650531,340.9359,352.1839,342.536,0,2022-05-10 PM 5:47:18
0,time,-0.0323539,1.484056,0.3829628,3.436213,349.9554,12.63579,-0.002190299999999999,1.3369790000000001,0.8688683,340.9918,351.9286,342.9612,0,2022-05-10 PM 5:47:18
0,time,-0.0332732,1.483988,0.3823811,3.448332,349.9232,12.92491,-0.0007259999999999992,1.335811,0.8730122,341.5276,352.8808,342.6794,0,2022-05-10 PM 5:47:18
1,6,-0.034066,1.484601,0.3819059,3.236357,349.9644,12.8285,0.0019094999999999997,1.3400340000000002,0.8654763,340.8118,353.0228,340.5107,0,2022-05-10 PM 5:47:18
1,6,-0.0338693,1.484531,0.3809435,3.055377,350.3256,13.28964,0.0073352,1.337377,0.8545184,341.4948,354.498,339.5939,0,2022-05-10 PM 5:47:18
